,ImageID,Unnamed: 0,Title,Formats,Production,Description,Synopsis,Habitat,Theme,Location,Keywords,Visualization,Date,Filename
73,53201243,405, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers unload tree saplings from the tractor to plant them at the site near the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:37 ,
74,53201247,390, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers unload tree saplings from the tractor to plant them at the site near the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:39 ,1DDC6D_SDEAXFADW5_lt.jpg
75,53201249,311, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, experiences the planted tree by touching its leaves as part of his effort towards reforestation in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:39 ,1DDC6D_SDEGHAU1U1_lt.jpg
76,53201250,353, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers unload tree saplings from the tractor to plant them at the site near the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:39 ,1DDC6D_SDEHGPDW3M_lt.jpg
77,53201251,163, Sunset Over Grassy Meadow in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Sunset through the grassy meadow in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management ," Sikom, Balipara, Assam, India ", Sunsets Grassy-Meadows Balipara Northeast-India , , 2023-07-27 09:27:40 ,
78,53201252,380, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Volunteers from the Sikom Community and Pabitra Milli, a local conservationist, are planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:41 ,
79,53201252,398, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Volunteers from the Sikom Community and Pabitra Milli, a local conservationist, are planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:41 ,
80,53201254,381," Pabitra Milli and Volunteers Travel With Tree Saplings to Reforest Near Kameng River, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, along with a few volunteers, travel in a tractor with tree saplings to a reforestation site near the Kameng River in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:41 ,
81,53201254,399," Pabitra Milli and Volunteers Travel With Tree Saplings to Reforest Near Kameng River, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, along with a few volunteers, travel in a tractor with tree saplings to a reforestation site near the Kameng River in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:41 ,
82,53201255,361, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:42 ,1DDC6D_SDFJ4H8SQQ_lt.jpg
83,53201256,382, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, A volunteer from the Sikom Community is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:42 ,
84,53201256,400, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, A volunteer from the Sikom Community is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:42 ,
85,53201258,354, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Volunteers at the reforestation site walk to plant tree saplings along the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:42 ,1DDC6D_SDFLX29AAR_lt.jpg
86,53201259,355, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers unload tree saplings from the tractor to plant them at the site near the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:43 ,1DDC6D_SDG7Y8Y8P1_lt.jpg
87,53201261,302, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:45 ,
88,53201262,340, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers plant tree saplings in an effort to reforest barren land and prevent river erosion in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:45 ,1DDC6D_SDGVJEFRAM_lt.jpg
89,53201263,164, Sunset Over Grassy Meadow in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Sunset through the grassy meadow in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management ," Sikom, Balipara, Assam, India ", Sunsets Grassy-Meadows Balipara Northeast-India , , 2023-07-27 09:27:45 ,
90,53201265,369," Pabitra Milli Inspects Kameng River Erosion in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, walked along the riverbank, inspecting the effects of river erosion. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:45 ,
91,53201265,401," Pabitra Milli Inspects Kameng River Erosion in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, walked along the riverbank, inspecting the effects of river erosion. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:45 ,
92,53201266,370, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Volunteers at the reforestation site walk to plant tree saplings along the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:45 ,
93,53201266,402, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Volunteers at the reforestation site walk to plant tree saplings along the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:45 ,
94,53201267,270," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:46 ,1DDC6D_SDHEZB49BJ_lt.jpg
95,53201268,259, Illegal Sand Miners Mine Sand in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Illegal sand miners mine sand along the banks of the Kameng River tributary in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Pollution;Water ," Sikom, Balipara, Assam, India, Asia ", Illegal-Sand-Miners Illegal-Mining Kameng-River Northeast-India , , 2023-07-27 09:27:46 ,1DDC6D_SDHGZRAV7P_lt.jpg
96,53201269,324, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:46 ,1DDC6D_SDHHJRCG5N_lt.jpg
97,53201270,312, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Milli, a local conservationist, is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:46 ,1DDC6D_SDHGPXCFKJ_lt.jpg
98,53201271,362, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Reforestation volunteers unload tree saplings from the tractor to plant them at the site near the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:47 ,1DDC6D_SDHRU4XNWK_lt.jpg
99,53201273,356, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, A volunteer from the Sikom Community is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:47 ,1DDC6D_SDHWEW9LYT_lt.jpg
100,53201274,357, Reforestation Efforts Along the Kameng River in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, A volunteer from the Sikom Community is planting tree saplings to reforest barren land and prevent river erosion in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Reforestation Community-Conservation Northeast-India , , 2023-07-27 09:27:48 ,1DDC6D_SDJ2LZ7SCE_lt.jpg
101,53201275,278," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:48 ,
102,53201278,391," Pabitra Milli Inspects Kameng River Erosion in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Pabitra Mitra, a local conservationist, inspects river erosion along the banks of the river in Assam, northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Balipara, Assam, India, Asia ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:49 ,1DDC6D_SDJN1ES10N_lt.jpg
103,53201279,224, Illegal Sand Miners Mine Sand in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Illegal sand miners mine sand along the banks of the Kameng River tributary in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Pollution;Water ," Sikom, Balipara, Assam, India, Asia ", Illegal-Sand-Miners Illegal-Mining Kameng-River Northeast-India , , 2023-07-27 09:27:49 ,1DDC6D_SDJV104C2D_lt.jpg
104,53201280,293, Agricultural Fields Adjacent to a Reforested Land in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Reforested land from above, adjacent to a field in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Balipara, Assam, India, Asia ", Reforested-Forest Agricultural-Patches Northeast-India , , 2023-07-27 09:27:49 ,
105,53201281,336," Reforested Land From Above, Adjacent to a Field in Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Reforested land from above, adjacent to a field in Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Balipara, Assam, India, Asia ", Reforested-Forest Agricultural-Patches Northeast-India , , 2023-07-27 09:27:50 ,1DDC6D_SDJZ0KG66Z_lt.jpg
106,53201282,271," Eroded Bank of the Kameng River in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," Eroded bank of the Kameng River in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Rivers , Climate;Deforestation;Land Management;Water ," Sikom, Balipara, Assam, India ", River-Erosion Kameng-River Northeast-India , , 2023-07-27 09:27:50 ,1DDC6D_SDJVZ7J2BN_lt.jpg
107,53201283,165, Illegal Sand Miners Mine Sand in Northeast India ," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023, Illegal sand miners mine sand along the banks of the Kameng River in Northeast India. ," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Pollution;Water ," Balipara, Assam, India, Asia ", Illegal-Sand-Miners Illegal-Mining Kameng-River Northeast-India , , 2023-07-27 09:27:50 ,
108,53201284,294," River Kameng Flows in Assam, Northeast India "," UHD ProRes HQ.mov, UHD.mp4, HD ProRes HQ.mov, HD.mp4 ",2023," The River Kameng flows in Assam, Northeast India. "," Assam, an agriculturally-led state, is vulnerable to climate change, crop failure, and soil erosion. Pabitra Mili, a resident of Baligaon, has decided to take a stand. He's combating deforestation by afforesting lands to counter erosion and create havens for elephants. The community is also planting lemon and chilli in agricultural fields to deter elephants, reducing human-animal conflicts. Pabitra's efforts have not only protected the environment but also empowered the community. ", Forests;Rivers , Climate;Deforestation;Land Management;Sustainable Future;Water ," Sikom, Balipara, Assam, India ", Kameng-River Balipara Northeast-India , , 2023-07-27 09:27:50 ,
